id	filename	md5	size	state
0a989220-bc06-4f3e-b2e1-795e86f1aa85	0a989220-bc06-4f3e-b2e1-795e86f1aa85/TCGA-DLBC.ad89b287-1d8b-43f8-bcf0-4a57f24562b3.gene_level_copy_number.v36.tsv	fc9817293feb5de74057f746804d320e	3446828	validated
0c7c2e5a-2eca-4212-94b4-8c1c68543712	0c7c2e5a-2eca-4212-94b4-8c1c68543712/TCGA-DLBC.11a0c00c-e587-4e6f-a50a-8952a3a02168.gene_level_copy_number.v36.tsv	5c8a9202baac3991c8918b4ba5141cdc	3446690	validated
0ca136a0-b049-46de-89ab-74d14da9d1ea	0ca136a0-b049-46de-89ab-74d14da9d1ea/TCGA-DLBC.e585b60e-1bce-4527-8d71-462c0fb3cb3d.gene_level_copy_number.v36.tsv	b86b5842e1d984ee4a50934cc9ac4a34	3446819	validated
0d5ff09a-af75-4911-a36c-eeb20fce7208	0d5ff09a-af75-4911-a36c-eeb20fce7208/TCGA-DLBC.4eeb1683-19c9-4734-b5f8-1b916a9c6f45.gene_level_copy_number.v36.tsv	b2b8a861da59b4796e41d17f961035b0	3446840	validated
10dede2d-3a35-46a6-ab04-cd578483f2f1	10dede2d-3a35-46a6-ab04-cd578483f2f1/TCGA-DLBC.bbe9854a-d1df-4487-9f90-3fe8dc9d93e2.gene_level_copy_number.v36.tsv	e3250e46a5a965a75b018672b076f070	3447140	validated
16b4368a-a390-43ad-8647-af1a703d39e3	16b4368a-a390-43ad-8647-af1a703d39e3/TCGA-DLBC.7964c7c4-9d9a-4f2e-a616-69d0ae7dbb05.gene_level_copy_number.v36.tsv	10b6a2b27beec0763f67d07c9ac944a7	3446867	validated
23470b78-e344-4023-b8b6-0612e9e67dbd	23470b78-e344-4023-b8b6-0612e9e67dbd/TCGA-DLBC.f11679cc-d7b3-4433-bb91-4b94e586950b.gene_level_copy_number.v36.tsv	b64a01cea09c0267cccdaf2b3a83032d	3446864	validated
279fb04e-78d3-4086-8781-eec767450a20	279fb04e-78d3-4086-8781-eec767450a20/TCGA-DLBC.6252dc79-abd5-4313-8d01-7f2b3e0cfbd9.gene_level_copy_number.v36.tsv	825199d1604b8cd8e59d7de7345fa5c8	3446816	validated
294cfbc4-9b90-4c1a-802b-4f61de80919c	294cfbc4-9b90-4c1a-802b-4f61de80919c/TCGA-DLBC.5b1bff34-5c81-4139-9f22-01c256754e2d.gene_level_copy_number.v36.tsv	d5130b199ec36455cfca307c776f95ca	3446831	validated
29f6602e-a5e6-44f0-ba75-37346de1e4bf	29f6602e-a5e6-44f0-ba75-37346de1e4bf/TCGA-DLBC.7c1555c9-336c-474b-997a-5d6229e3469e.gene_level_copy_number.v36.tsv	d002b39a0af96e7302aa09d97e4d306d	3446846	validated
2d0f12cc-6250-46c3-b1ae-24cdb9007ce5	2d0f12cc-6250-46c3-b1ae-24cdb9007ce5/TCGA-DLBC.39011b0a-65a5-4f28-8269-6e15fb1e2b67.gene_level_copy_number.v36.tsv	c7a7cfd7d08cb6d5c22c96501842d03f	3446861	validated
369083c2-48ca-456f-8733-9307e5e66fc5	369083c2-48ca-456f-8733-9307e5e66fc5/TCGA-DLBC.c62dda8e-e972-4c15-a452-668dc1311a8b.gene_level_copy_number.v36.tsv	77808890281d229c96373ae6c2bb8596	3446940	validated
3a138a9a-3a4e-47d6-929c-e5f27a1cfeee	3a138a9a-3a4e-47d6-929c-e5f27a1cfeee/TCGA-DLBC.df09610a-a75c-4632-8baf-7e9f9d364034.gene_level_copy_number.v36.tsv	0f6c7d290f9a0c38c88b26ec4520e3bc	3446867	validated
3c7e4d95-c1da-44ad-b37b-d0b049392ecf	3c7e4d95-c1da-44ad-b37b-d0b049392ecf/TCGA-DLBC.ea3db49a-7294-4964-8bb5-96500ea47958.gene_level_copy_number.v36.tsv	4228de4f50c15dd532ad5c306537568c	3447312	validated
498d0ce0-af35-4842-b8e0-a96e3d79d621	498d0ce0-af35-4842-b8e0-a96e3d79d621/TCGA-DLBC.02841f4a-92df-47d3-bb8e-1b521b3d06ee.gene_level_copy_number.v36.tsv	4f8f0f2f1aca5b9ba93d31720608cbfc	3450186	validated
50dd0e48-74dd-4b51-9240-f9d11902fe62	50dd0e48-74dd-4b51-9240-f9d11902fe62/TCGA-DLBC.c4c97e2c-012d-4916-a258-5bb6972f8fb8.gene_level_copy_number.v36.tsv	60a6521c0281af7797ec209f2d582e71	3447126	validated
5397a248-eba1-43a6-a84f-331d5bbe0f0a	5397a248-eba1-43a6-a84f-331d5bbe0f0a/TCGA-DLBC.3da2d7e4-c2e6-4b54-a9d7-425dd7da9ab0.gene_level_copy_number.v36.tsv	272a41c634f0f79c93e0c4aac5eb3701	3446843	validated
544dc038-7bde-4b2d-b4d1-6bd93efd1cd7	544dc038-7bde-4b2d-b4d1-6bd93efd1cd7/TCGA-DLBC.c4204026-9ff9-49f7-b506-ae4d15c37e0d.gene_level_copy_number.v36.tsv	8e1869a885069127efd6aef60146956c	3446825	validated
6f7f9b34-d1af-4def-84b1-a5ef9b2677b0	6f7f9b34-d1af-4def-84b1-a5ef9b2677b0/TCGA-DLBC.20e35c51-39e1-43fc-bda2-2a3ec219545e.gene_level_copy_number.v36.tsv	27ef7ba12abdc72cc37fbc05eb553fb4	3446822	validated
79356afb-d7e0-49f4-b218-32ca500001f7	79356afb-d7e0-49f4-b218-32ca500001f7/TCGA-DLBC.a99749f9-301f-4e2c-9387-c37e98830e04.gene_level_copy_number.v36.tsv	d8f1a15898ad9030d1f7c45826ba92ae	3446852	validated
7ad025c7-5e67-44c2-8a40-1498dcd9fa76	7ad025c7-5e67-44c2-8a40-1498dcd9fa76/TCGA-DLBC.66177c56-58d2-48cb-a7aa-c3f5ee437e39.gene_level_copy_number.v36.tsv	800f7419526815a4fe1eadfa3f372a59	3446838	validated
7aef642e-5767-472b-8e38-b37df508a535	7aef642e-5767-472b-8e38-b37df508a535/TCGA-DLBC.51c383b2-6c83-4dfd-8a42-318b6041b14b.gene_level_copy_number.v36.tsv	cd8d4373aaaa99f0b29d6a40c49eed29	3446861	validated
7d03537c-80d6-4f29-a749-31fbb34d02f4	7d03537c-80d6-4f29-a749-31fbb34d02f4/TCGA-DLBC.632a72e1-4d18-4971-b3ff-ebde8a6e8db4.gene_level_copy_number.v36.tsv	657a2284cd87da813311551f3964e7e0	3447110	validated
7d7e7ec5-449c-4124-8255-8884d9a7ac17	7d7e7ec5-449c-4124-8255-8884d9a7ac17/TCGA-DLBC.f1e1588f-ceb7-43dc-ad68-d92f0ee4e0ef.gene_level_copy_number.v36.tsv	b3d096d054b00a6172e8007dd2fd013d	3446861	validated
7e7c5f74-5f16-46ac-812e-db27f0b5f013	7e7c5f74-5f16-46ac-812e-db27f0b5f013/TCGA-DLBC.cb476803-1b00-4fa5-a1ca-c70be2f1db32.gene_level_copy_number.v36.tsv	d62851d495d263dccc71082933dc8823	3446921	validated
7f28b8bd-93e4-4c0b-907c-1dacb5cfa06e	7f28b8bd-93e4-4c0b-907c-1dacb5cfa06e/TCGA-DLBC.176c6c1e-0489-4c91-9678-a0b76d05f440.gene_level_copy_number.v36.tsv	a7794915f399c46558d41f2c1617a6f7	3446835	validated
85264175-9bf9-409f-8ebe-a8e9b56448eb	85264175-9bf9-409f-8ebe-a8e9b56448eb/TCGA-DLBC.d667b3a8-35d8-46fa-b3c3-4fbe24c889e6.gene_level_copy_number.v36.tsv	2a2a2a243823a5aba60b66d712be63e6	3446862	validated
8c86ab7c-3476-42da-a8fc-34ed8853b0c9	8c86ab7c-3476-42da-a8fc-34ed8853b0c9/TCGA-DLBC.d311b2e2-a5f0-43ba-a675-7ca6f385924d.gene_level_copy_number.v36.tsv	299922b8b32278b60816a3bd880493ff	3446864	validated
928b8605-68cb-42af-b42a-5c11b40c0b47	928b8605-68cb-42af-b42a-5c11b40c0b47/TCGA-DLBC.8a3b0ad4-9d28-47c7-bfca-5d3284c50718.gene_level_copy_number.v36.tsv	c6944c9b0ac6b7dcbedd5e0b088adb6f	3447554	validated
a1cd4d70-0ef3-4d28-80fb-973cd814f135	a1cd4d70-0ef3-4d28-80fb-973cd814f135/TCGA-DLBC.d02f91e7-afde-45b3-bb4e-62bbff8be6e0.gene_level_copy_number.v36.tsv	cf43902e12aa1df1a21943ab16dd8b45	3446843	validated
ae07725d-d156-4c80-8c3a-1bdb611a365c	ae07725d-d156-4c80-8c3a-1bdb611a365c/TCGA-DLBC.d61af0c6-e1f3-476b-90be-6b21c8403343.gene_level_copy_number.v36.tsv	bf1058d97bafaac95a410dbb839a65cd	3446837	validated
afe9d7ae-5c22-473d-bfc3-7eb8072b7b0a	afe9d7ae-5c22-473d-bfc3-7eb8072b7b0a/TCGA-DLBC.1f8c5cb0-4040-49b8-b51d-da8cf0529a6a.gene_level_copy_number.v36.tsv	608527dcdaa8030970a699fda91c8a83	3446840	validated
b6d8b0d8-2e7d-45eb-a2d3-1eae20f89657	b6d8b0d8-2e7d-45eb-a2d3-1eae20f89657/TCGA-DLBC.ac026569-058b-4457-833f-8021feda1009.gene_level_copy_number.v36.tsv	c21aa9a28ad9b2a57d2014e41e599611	3446744	validated
bd3af2e6-431d-4a2b-af30-b544b2c9fbde	bd3af2e6-431d-4a2b-af30-b544b2c9fbde/TCGA-DLBC.3749af12-9cc5-4aba-837a-fc2dc58b4376.gene_level_copy_number.v36.tsv	0e815c8a30099c316affa617e81816f0	3446705	validated
bf5aa2d3-5322-44d9-a1f5-37695b2eacf0	bf5aa2d3-5322-44d9-a1f5-37695b2eacf0/TCGA-DLBC.f374ed7d-b5cf-4b1e-b966-1ec1775ecade.gene_level_copy_number.v36.tsv	0574f779812623b55790da42bf71e61d	3448970	validated
c2d01351-197d-4307-9397-99ba478ea118	c2d01351-197d-4307-9397-99ba478ea118/TCGA-DLBC.a9a573a3-0ed1-4e85-89fa-f3b236d6f246.gene_level_copy_number.v36.tsv	ec3a12a935cece032b9bcd39486fea59	3446858	validated
c445b728-3a7a-42c9-a5dc-40300b0c10e2	c445b728-3a7a-42c9-a5dc-40300b0c10e2/TCGA-DLBC.48face85-4dac-4fec-9524-ecef10f850ec.gene_level_copy_number.v36.tsv	88e98a5c54bf78b0b06cc19d7f1dd5d8	3446745	validated
cdb0a404-b2d1-4f60-80cd-5008a8c58f0a	cdb0a404-b2d1-4f60-80cd-5008a8c58f0a/TCGA-DLBC.69d65371-5fd2-4988-ad11-c571d5bcc644.gene_level_copy_number.v36.tsv	60159047777dc5dcf95ed983540b59fa	3446843	validated
d7b51973-2679-4851-87c4-933d6bb64f36	d7b51973-2679-4851-87c4-933d6bb64f36/TCGA-DLBC.abdcc62d-d5fd-4e50-920c-104bc4fb52a5.gene_level_copy_number.v36.tsv	9b426d6922e5039299f682c179fc9ee9	3446696	validated
d7caafc6-383c-46d7-bf0e-79cd9294d845	d7caafc6-383c-46d7-bf0e-79cd9294d845/TCGA-DLBC.4c31c45b-b980-4a49-9237-f3d65a216956.gene_level_copy_number.v36.tsv	805e064cbca1c6a078632936591aa56f	3446864	validated
d86c4784-d181-41fd-a0eb-16eca69533f2	d86c4784-d181-41fd-a0eb-16eca69533f2/TCGA-DLBC.758d194c-244a-41b7-9e09-1bea5017cefd.gene_level_copy_number.v36.tsv	d7ee2b3f6b0843d492c0255c80898a26	3446750	validated
daeaf6a0-df55-4d9e-a2c6-dabd1fcde7a6	daeaf6a0-df55-4d9e-a2c6-dabd1fcde7a6/TCGA-DLBC.d20cb7e6-53e5-40c5-87e7-f81a530b21a9.gene_level_copy_number.v36.tsv	b86d34bafed405b4605063762d3e8a6b	3446858	validated
dd538c68-8744-4f6d-ba26-624fd1385a9e	dd538c68-8744-4f6d-ba26-624fd1385a9e/TCGA-DLBC.c7823372-b451-4159-9cb8-d4de8479bda8.gene_level_copy_number.v36.tsv	6589c990f1d3cd7b4fa7c23c6b271ceb	3446867	validated
dffd2d5d-5495-41b6-adfc-1720767d836f	dffd2d5d-5495-41b6-adfc-1720767d836f/TCGA-DLBC.c6826336-3320-4342-a326-658471b73674.gene_level_copy_number.v36.tsv	6cc880969fe4d815107b7e84915a2c17	3446868	validated
e30b859e-4f55-497c-942f-2cda23746c95	e30b859e-4f55-497c-942f-2cda23746c95/TCGA-DLBC.ccb9f6eb-643c-4dea-9da2-1262dd6115ea.gene_level_copy_number.v36.tsv	280b3b952a4892056e22a15b963a1108	3446816	validated
e351cd10-39f6-422c-85ec-9dab921b7516	e351cd10-39f6-422c-85ec-9dab921b7516/TCGA-DLBC.72f558fb-f25d-4cd8-9214-f74a547f783c.gene_level_copy_number.v36.tsv	4aa4971b27fc6241f848b97dbceecda6	3446861	validated
e4d22a91-8cdb-4b07-ad91-ee19d9fc93d8	e4d22a91-8cdb-4b07-ad91-ee19d9fc93d8/TCGA-DLBC.447f9c21-4fe0-4b52-a5d5-78668e443665.gene_level_copy_number.v36.tsv	e48c6ffdeae02949757474c902cedd8e	3446807	validated
f5144a61-7ded-4a5e-a23d-bd09c4472930	f5144a61-7ded-4a5e-a23d-bd09c4472930/TCGA-DLBC.9755c987-1430-4961-b0c9-2fdb58d778ea.gene_level_copy_number.v36.tsv	83f17342234f861f9f753576fbeeae55	3448432	validated
\N	0c7c2e5a-2eca-4212-94b4-8c1c68543712/annotations.txt	a58dfd742f4fb30ca1a267855dd60b59	380	\N
\N	3a138a9a-3a4e-47d6-929c-e5f27a1cfeee/annotations.txt	57f7e545ac0f9a787b03e9baadb9cd47	380	\N
\N	79356afb-d7e0-49f4-b218-32ca500001f7/annotations.txt	80c72d52cf8dd5e90ab7083dfd8114da	431	\N
